EMPTY findGo
EMPTY tasks/AirdropNameVoucher
EMPTY tasks/addCatalog
EMPTY tasks/checkDapperTx
EMPTY tasks/client
EMPTY tasks/collectionDataTest
EMPTY tasks/dandy
EMPTY tasks/dapperMarket
EMPTY tasks/event
EMPTY tasks/findDapperMarket
EMPTY tasks/mainnetMarket
EMPTY tasks/mainnetMarketListingEnquiry
EMPTY tasks/nfg
EMPTY tasks/partyMansion
EMPTY tasks/registerGift
EMPTY tasks/testnetMarket
EMPTY tasks/testnetUser
EMPTY utils
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:585
        	            	github.com/findonflow/find.(*OverflowTestUtils).auctionBidMarketSoft
        	            		/Users/bjartek/dev/find/test_utils.go:525
        	            	github.com/findonflow/find.TestMarketAuctionSoft.func20
        	            		/Users/bjartek/dev/find/market_auction_soft_test.go:299
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketAuctionSoft
    test_utils.go:532: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/test_utils.go:532
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:299
        	Error:      	event not found FindMarketAuctionSoft.EnglishAuction, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "amount": 15.0,
        	            	    "buyer": "0xe2f72218abeec2b9",
        	            	    "id": 9943947977234055170,
        	            	    "status": "active_ongoing",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft
    test_utils.go:532: === Events ===
    test_utils.go:491: 
        	Error Trace:	/Users/bjartek/dev/find/test_utils.go:491
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:300
        	Error:      	Not equal: 
        	            	expected: "active_ongoing"
        	            	actual  : "active_listed"
        	            	
        	            	Diff:
        	            	--- Expected
        	            	+++ Actual
        	            	@@ -1 +1 @@
        	            	-active_ongoing
        	            	+active_listed
        	Test:       	TestMarketAuctionSoft
    test_utils.go:492: 
        	Error Trace:	/Users/bjartek/dev/find/test_utils.go:492
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:300
        	Error:      	Not equal: 
        	            	expected: 15
        	            	actual  : 10
        	Test:       	TestMarketAuctionSoft
    test_utils.go:1697: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/test_utils.go:1697
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:320
        	Error:      	Received unexpected error:
        	            	execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:
        	            		* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:
        	            	  --> fc59f3dd2c338c518a7120073aaa315593e9d30cfd1885a5badfad95eebd6898:79:16
        	            	   |
        	            	79 | 		self.pointer= FindViews.createViewReadPointer(address: address, path:nft.publicPath, id: item.getItemID())
        	            	   | 		              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	error: unexpectedly found nil while forcing an Optional value
        	            	   --> 179b6b1cb6755e31.FindViews:351:17
        	            	    |
        	            	351 |         let cap=	getAccount(address).capabilities.get<&{ViewResolver.ResolverCollection}>(path)!
        	            	    |                 	^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	
        	            	
        	            	transaction=./transactions/bidMarketAuctionSoftDapper.cdc
        	            	github.com/bjartek/overflow.OverflowInteractionBuilder.Send
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:585
        	            	github.com/findonflow/find.(*OverflowTestUtils).auctionBidMarketSoftDUC
        	            		/Users/bjartek/dev/find/test_utils.go:1691
        	            	github.com/findonflow/find.TestMarketAuctionSoft.func21
        	            		/Users/bjartek/dev/find/market_auction_soft_test.go:320
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketAuctionSoft
    test_utils.go:1698: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/test_utils.go:1698
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:320
        	Error:      	event not found A.179b6b1cb6755e31.FindMarketAuctionSoft.EnglishAuction, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "amount": 15.0,
        	            	    "buyer": "0xe2f72218abeec2b9",
        	            	    "id": 9943947977234055170,
        	            	    "status": "active_ongoing",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft
    test_utils.go:1698: === Events ===
    test_utils.go:491: 
        	Error Trace:	/Users/bjartek/dev/find/test_utils.go:491
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:322
        	Error:      	Not equal: 
        	            	expected: "finished_completed"
        	            	actual  : "active_listed"
        	            	
        	            	Diff:
        	            	--- Expected
        	            	+++ Actual
        	            	@@ -1 +1 @@
        	            	-finished_completed
        	            	+active_listed
        	Test:       	TestMarketAuctionSoft
    test_utils.go:492: 
        	Error Trace:	/Users/bjartek/dev/find/test_utils.go:492
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:322
        	Error:      	Not equal: 
        	            	expected: 15
        	            	actual  : 10
        	Test:       	TestMarketAuctionSoft
    test_utils.go:1757: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/test_utils.go:1757
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:323
        	Error:      	Received unexpected error:
        	            	execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:
        	            		* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:
        	            	error: panic: This account does not have a bid collection
        	            	  --> 51a87eafb1f80303018e8efd8995aa6883fbf48f2f921c555ce82ddadffe3db4:19:117
        	            	   |
        	            	19 |         self.bidsReference= account.storage.borrow<&FindMarketAuctionSoft.MarketBidCollection>(from: storagePath) ?? panic("This account does not have a bid collection")
        	            	   |                                                                                                                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	
        	            	
        	            	transaction=./transactions/fulfillMarketAuctionSoftDapper.cdc
        	            	github.com/bjartek/overflow.OverflowInteractionBuilder.Send
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:585
        	            	github.com/findonflow/find.(*OverflowTestUtils).fulfillMarketAuctionSoftDUC
        	            		/Users/bjartek/dev/find/test_utils.go:1751
        	            	github.com/findonflow/find.TestMarketAuctionSoft.func21
        	            		/Users/bjartek/dev/find/market_auction_soft_test.go:323
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketAuctionSoft
    test_utils.go:1758: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/test_utils.go:1758
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:323
        	Error:      	event not found A.179b6b1cb6755e31.FindMarketAuctionSoft.EnglishAuction, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "amount": 15.0,
        	            	    "buyer": "0xe2f72218abeec2b9",
        	            	    "id": 9943947977234055170,
        	            	    "status": "sold",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft
    test_utils.go:1758: === Events ===

=== FAIL: . TestMarketDirectOfferSoft/Should_be_able_to_add_direct_offer_and_then_sell (0.24s)

=== FAIL: . TestMarketDirectOfferSoft (0.24s)
    test_utils.go:644: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/test_utils.go:644
        	            				/Users/bjartek/dev/find/market_direct_offer_soft_test.go:29
        	Error:      	Received unexpected error:
        	            	execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:
        	            		* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:
        	            	  --> 588ab6566678f05e9a1ce649d8bfff263407f8a35630686c786ba4fbfdb9d4c2:49:16
        	            	   |
        	            	49 | 		self.pointer= FindViews.createViewReadPointer(address: address, path:nft.publicPath, id: id)
        	            	   | 		              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	error: unexpectedly found nil while forcing an Optional value
        	            	   --> 179b6b1cb6755e31.FindViews:351:17
        	            	    |
        	            	351 |         let cap=	getAccount(address).capabilities.get<&{ViewResolver.ResolverCollection}>(path)!
        	            	    |                 	^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	
        	            	
        	            	transaction=./transactions/bidMarketDirectOfferSoftDapper.cdc
        	            	github.com/bjartek/overflow.OverflowInteractionBuilder.Send
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
